local_iri,local_label,local_kind,relation,target_iri,target_label,target_kind,source,score,status,rationale
https://w3id.org/h2kg/hydrogen-ontology#PolarizationPointDuration,Polarization Point Duration,controlled_vocabulary_term,skos:closeMatch,http://purl.obolibrary.org/obo/IAO_0000007,action specification,class,hdo,0.596,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PolymerizationDuration,Polymerization Duration,controlled_vocabulary_term,skos:closeMatch,http://purl.obolibrary.org/obo/IAO_0000007,action specification,class,hdo,0.651,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PolymerizationDuration,Polymerization Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00007028,dictionary specification,class,hdo,0.596,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PolymerizationDuration,Polymerization Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00006025,Datentypinformation,class,hdo,0.571,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PolymerizationDuration,Polymerization Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00007043,obsolete data validation,class,hdo,0.553,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#Process,Process,class,owl:equivalentClass,https://w3id.org/emmo#EMMO_process,Process,class,emmo-core,1.0,proposed,High lexical similarity and compatible kind support a strong equivalence proposal.
https://w3id.org/h2kg/hydrogen-ontology#Process,Process,class,owl:equivalentClass,http://purl.obolibrary.org/obo/BFO_0000015,process,class,hdo,1.0,proposed,High lexical similarity and compatible kind support a strong equivalence proposal.
https://w3id.org/h2kg/hydrogen-ontology#Process,Process,class,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00001070,Messprozess,class,hdo,0.667,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#Property,Property,class,owl:equivalentClass,https://w3id.org/emmo#EMMO_property,Property,class,emmo-core,1.0,proposed,High lexical similarity and compatible kind support a strong equivalence proposal.
https://w3id.org/h2kg/hydrogen-ontology#PulseDuration,Pulse Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00007005,self-information,class,hdo,0.6,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PulseDuration,Pulse Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00007022,Informations Rolle,class,hdo,0.562,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#PulseDuration,Pulse Duration,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00000004,Datenquelle,class,hdo,0.56,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#ReinfiltrationMassIncrease,Reinfiltration Mass Increase,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00006044,creates specification,object_property,hdo,0.653,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
https://w3id.org/h2kg/hydrogen-ontology#ReinfiltrationMassIncrease,Reinfiltration Mass Increase,controlled_vocabulary_term,skos:closeMatch,https://purls.helmholtz-metadaten.de/hob/HDO_00007033,directed graph specification,class,hdo,0.571,proposed,"HDO is preferred for Helmholtz-community data, metadata, identifier, digital-object, and validation semantics."
