source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
image-parameter-extraction-2d::e76,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n50,n50,n50,Model Electrochemistry in a RDE Cell,Process,https://w3id.org/h2kg/decode/workflow/anchor/model-electrochemistry-in-a-rde-cell-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e76::e61e4b6257,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e77,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n51,n51,n51,Model Electrochemistry in a RDE Cell,Process,https://w3id.org/h2kg/decode/workflow/anchor/model-electrochemistry-in-a-rde-cell-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e77::7407845366,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e78,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n52,n52,n52,EIS on nanostructured electrodes,Property,https://w3id.org/h2kg/decode/workflow/anchor/eis-on-nanostructured-electrodes-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-parameter-extraction-2d::e79,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n53,n53,n53,EIS on nanostructured electrodes,Property,https://w3id.org/h2kg/decode/workflow/anchor/eis-on-nanostructured-electrodes-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-parameter-extraction-2d::e80,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n54,n54,n54,Accelerated Stress Test (AST) on Nanostructured Electrodes,Property,https://w3id.org/h2kg/decode/workflow/anchor/accelerated-stress-test-ast-on-nanostructured-electrodes-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-parameter-extraction-2d::e81,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n55,n55,n55,Accelerated Stress Test (AST) on Nanostructured Electrodes,Property,https://w3id.org/h2kg/decode/workflow/anchor/accelerated-stress-test-ast-on-nanostructured-electrodes-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-parameter-extraction-2d::e82,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n15,n15,n15,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,image-parameter-extraction-2d::n39,n39,n39,CEA MEA model (Europium 2D),Process,https://w3id.org/h2kg/decode/workflow/anchor/cea-mea-model-europium-2d-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-parameter-extraction-2d::e82::443015a42c; semantic::image-parameter-extraction-2d::e82::ca5e729cd3,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-parameter-extraction-2d::e83,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n39,n39,n39,CEA MEA model (Europium 2D),Process,https://w3id.org/h2kg/decode/workflow/anchor/cea-mea-model-europium-2d-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e83::ed388c46a4,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e84,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n15,n15,n15,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,image-parameter-extraction-2d::n40,n40,n40,Fitting of the Europium model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-of-the-europium-model-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-parameter-extraction-2d::e84::47359796ca; semantic::image-parameter-extraction-2d::e84::ca5e729cd3,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-parameter-extraction-2d::e85,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n40,n40,n40,Fitting of the Europium model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-of-the-europium-model-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e85::d2f32333d1,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e86,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n56,n56,n56,IRRAS operando/in-situ FTIR,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/irras-operando-in-situ-ftir-method,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e86::cf6c117a31,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e87,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n57,n57,n57,IRRAS operando/in-situ FTIR,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/irras-operando-in-situ-ftir-method,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e87::55cb2c28b0,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e88,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n58,n58,n58,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-parameter-extraction-2d::e88::11d9bcd044,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-parameter-extraction-2d::e89,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n15,n15,n15,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,image-parameter-extraction-2d::n58,n58,n58,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,,h2kg_direct,measurement_property_reversed,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::image-parameter-extraction-2d::e89::b3b0ac47dd,derived_projection,rule_curated,classified,Source property is a measured outcome; H2KG direction is measurement to property.
image-parameter-extraction-2d::e90,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n11,n11,n11,Catalyst loading,Parameter,https://w3id.org/h2kg/hydrogen-ontology#CatalystLoading,image-parameter-extraction-2d::n59,n59,n59,"Single cell test bench: polarization, EIS",Instrument,https://w3id.org/h2kg/decode/workflow/anchor/single-cell-test-bench-polarization-eis-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-parameter-extraction-2d::e91,image-parameter-extraction-2d,source_graphml,image-parameter-extraction-2d::n15,n15,n15,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,image-parameter-extraction-2d::n59,n59,n59,"Single cell test bench: polarization, EIS",Instrument,https://w3id.org/h2kg/decode/workflow/anchor/single-cell-test-bench-polarization-eis-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-tem-data-parameter-extraction-3d::e0,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::image-tem-data-parameter-extraction-3d::e0::75a8ba997f,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
image-tem-data-parameter-extraction-3d::e1,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n1,n1,n1,Catalyst-support ratio,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-ratio-component,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-tem-data-parameter-extraction-3d::e1::d2f2f2042e,same_as_source,rule_curated,classified,Target parameter describes the activity.
image-tem-data-parameter-extraction-3d::e2,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n2,n2,n2,Catalyst active particle diameter,Matter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-diameter-material,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::image-tem-data-parameter-extraction-3d::e2::c59d77c862,same_as_source,rule_curated,classified,Activity produces the target material.
image-tem-data-parameter-extraction-3d::e3,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n3,n3,n3,Catalyst active particle density,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-density-material,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e3::09ec5e6532; semantic::image-tem-data-parameter-extraction-3d::e3::950ede94ac,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-tem-data-parameter-extraction-3d::e4,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n4,n4,n4,Catalyst active particle radius distribution,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e4::7a8f3b81ed; semantic::image-tem-data-parameter-extraction-3d::e4::b2daa73a1b,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-tem-data-parameter-extraction-3d::e5,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n5,n5,n5,Catalyst support particle diameter,Matter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-particle-diameter-material,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::image-tem-data-parameter-extraction-3d::e5::650587ebab,same_as_source,rule_curated,classified,Activity produces the target material.
image-tem-data-parameter-extraction-3d::e6,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n6,n6,n6,CCL structural parameters,Matter,https://w3id.org/h2kg/decode/workflow/anchor/ccl-structural-parameters-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::image-tem-data-parameter-extraction-3d::e6::2516f323f2,same_as_source,rule_curated,classified,Activity produces the target material.
image-tem-data-parameter-extraction-3d::e7,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n7,n7,n7,Catalyst morphology,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-morphology-material,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e7::d0b9e894e2; semantic::image-tem-data-parameter-extraction-3d::e7::893bc08465,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-tem-data-parameter-extraction-3d::e8,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n8,n8,n8,Electrocatalyst structure,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrocatalyst-structure-material,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e8::d5cb128939; semantic::image-tem-data-parameter-extraction-3d::e8::9bba8bec10,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-tem-data-parameter-extraction-3d::e9,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n10,n10,n10,Image TEM data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,image-tem-data-parameter-extraction-3d::n9,n9,n9,CCL ionomer distribution statistics,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-ionomer-distribution-statistics-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e9::7093efb158,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e10,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n11,n11,n11,High resolution electron tomography for accessing Pt and ionomer distribution on carbon aggregate,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e10::f06591b702,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e11,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n12,n12,n12,High resolution electron tomography for accessing Pt and ionomer distribution on carbon aggregate,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e11::f93b140ab0,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e12,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n13,n13,n13,Ionomer reconstruction in CCL 3D images,Process,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-reconstruction-in-ccl-3d-images-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e12::e866dce59b,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e13,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n4,n4,n4,Catalyst active particle radius distribution,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,image-tem-data-parameter-extraction-3d::n14,n14,n14,0D Particle population degradation model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e13::e82cbc142e; semantic::image-tem-data-parameter-extraction-3d::e13::b2daa73a1b,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e14,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n1,n1,n1,Catalyst-support ratio,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-ratio-component,image-tem-data-parameter-extraction-3d::n15,n15,n15,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-tem-data-parameter-extraction-3d::e14::6dc269936d,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-tem-data-parameter-extraction-3d::e15,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n3,n3,n3,Catalyst active particle density,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-density-material,image-tem-data-parameter-extraction-3d::n15,n15,n15,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e15::9313a7f10a; semantic::image-tem-data-parameter-extraction-3d::e15::950ede94ac,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e16,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n4,n4,n4,Catalyst active particle radius distribution,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,image-tem-data-parameter-extraction-3d::n15,n15,n15,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e16::6f97eb0e08; semantic::image-tem-data-parameter-extraction-3d::e16::b2daa73a1b,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e17,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n1,n1,n1,Catalyst-support ratio,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-ratio-component,image-tem-data-parameter-extraction-3d::n16,n16,n16,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-tem-data-parameter-extraction-3d::e17::3fa34c1357,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-tem-data-parameter-extraction-3d::e18,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n3,n3,n3,Catalyst active particle density,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-density-material,image-tem-data-parameter-extraction-3d::n16,n16,n16,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e18::6e6b717756; semantic::image-tem-data-parameter-extraction-3d::e18::950ede94ac,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e19,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n4,n4,n4,Catalyst active particle radius distribution,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,image-tem-data-parameter-extraction-3d::n16,n16,n16,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e19::d4e4a63298; semantic::image-tem-data-parameter-extraction-3d::e19::b2daa73a1b,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e20,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n2,n2,n2,Catalyst active particle diameter,Matter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-diameter-material,image-tem-data-parameter-extraction-3d::n17,n17,n17,IET ink to composition model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-ink-to-composition-model-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::image-tem-data-parameter-extraction-3d::e20::4c4b684518,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
image-tem-data-parameter-extraction-3d::e21,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n1,n1,n1,Catalyst-support ratio,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-ratio-component,image-tem-data-parameter-extraction-3d::n17,n17,n17,IET ink to composition model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-ink-to-composition-model-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-tem-data-parameter-extraction-3d::e21::13bcb1ebb5,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-tem-data-parameter-extraction-3d::e22,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n3,n3,n3,Catalyst active particle density,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-density-material,image-tem-data-parameter-extraction-3d::n17,n17,n17,IET ink to composition model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-ink-to-composition-model-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-tem-data-parameter-extraction-3d::e22::8db0f398c1; semantic::image-tem-data-parameter-extraction-3d::e22::950ede94ac,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-tem-data-parameter-extraction-3d::e23,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n1,n1,n1,Catalyst-support ratio,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-support-ratio-component,image-tem-data-parameter-extraction-3d::n18,n18,n18,IET composition to property model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-composition-to-property-model-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::image-tem-data-parameter-extraction-3d::e23::57acd9a464,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
image-tem-data-parameter-extraction-3d::e24,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n6,n6,n6,CCL structural parameters,Matter,https://w3id.org/h2kg/decode/workflow/anchor/ccl-structural-parameters-component,image-tem-data-parameter-extraction-3d::n18,n18,n18,IET composition to property model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-composition-to-property-model-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::image-tem-data-parameter-extraction-3d::e24::d512af8500,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
