source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e27,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n17,n17,n17,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n3,n3,n3,Catalyst active particle radius distribution (aged),Data,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-aged-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e27::edb9e4a897,same_as_source,rule_curated,classified,Activity produces the target data.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e28,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n17,n17,n17,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n0,n0,n0,ECSA (aged),Matter,https://w3id.org/h2kg/decode/workflow/anchor/ecsa-aged-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e28::bebe802a6f,same_as_source,rule_curated,classified,Activity produces the target material.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e29,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n17,n17,n17,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n5,n5,n5,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e29::43af60aabc; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e29::293a654a60,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e30,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n10,n10,n10,Catalyst dissolution rate constant,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-dissolution-rate-constant-component,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e30::a9b3918b09; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e30::fa41e51434,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e31,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n11,n11,n11,Catalyst re-deposition rate constant,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-re-deposition-rate-constant-component,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e31::1c890a766b; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e31::3bdf5b1999,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e32,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n12,n12,n12,Catalyst coagulation rate constant,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-coagulation-rate-constant-component,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e32::db01c71466; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e32::cf520e0b0e,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e33,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n13,n13,n13,Catalyst deactivation rate constant,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-deactivation-rate-constant-component,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e33::41632ac01c; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e33::0c53656c91,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e34,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n14,n14,n14,Catalyst surface tension,Property,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-surface-tension-component,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e34::50282a97ee; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e34::67ac79e150,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e35,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n3,n3,n3,Catalyst active particle radius distribution (aged),Data,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-aged-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e35::28c2c69381,same_as_source,rule_curated,classified,Activity produces the target data.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e36,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n18,n18,n18,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n0,n0,n0,ECSA (aged),Matter,https://w3id.org/h2kg/decode/workflow/anchor/ecsa-aged-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e36::473a22c264,same_as_source,rule_curated,classified,Activity produces the target material.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e37,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n19,n19,n19,IET ink to composition model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-ink-to-composition-model-model,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n5,n5,n5,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e37::1cbd7cfe85; semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e37::293a654a60,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e38,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n20,n20,n20,FIB measurements on GDL/MPL and catalyst materials.,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/fib-measurements-on-gdl-mpl-and-catalyst-materials-method,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n5,n5,n5,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e38::ad08258c93,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e39,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n21,n21,n21,FIB measurements on GDL/MPL and catalyst materials.,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/fib-measurements-on-gdl-mpl-and-catalyst-materials-method,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n5,n5,n5,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e39::ccafa98c39,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e40,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,source_graphml,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n22,n22,n22,FIB measurements on GDL/MPL and catalyst materials.,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/fib-measurements-on-gdl-mpl-and-catalyst-materials-method,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n5,n5,n5,CCL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::0d-particle-population-degradation-model-coupled-with-performance-model-fitting::e40::a9bdd4a492,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
