id,upstream_method_id,downstream_method_id,upstream_workflow_id,downstream_workflow_id,upstream_occurrence_id,downstream_occurrence_id,declarations,reciprocity_state,handoff_labels,handoff_anchor_iris,predicate,publication_status,review_rationale 
manual-dependency-0517-989fe60114,PSI-Mod-voxel-3d-electric-conductivity-simulation,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,voxel-based-3d-electric-conductiviy-simulation,mpl-parameter-estimation-from-gdl-and-substrate-data,voxel-based-3d-electric-conductiviy-simulation::n9,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0518-ddd6ca2c49,PSI-Mod-voxel-3d-electric-conductivity-simulation,CEA-Mod-europium-2d-mea-model,voxel-based-3d-electric-conductiviy-simulation,cea-mea-model-europium-2d,voxel-based-3d-electric-conductiviy-simulation::n9,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,CCL conductivity; MPL conductivity; GDL substrate in-plane conductivity; GDL substrate through-plane conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0519-f5f830dfc3,PSI-Mod-voxel-3d-electric-conductivity-simulation,CEA-Mod-europium-model-fitting,voxel-based-3d-electric-conductiviy-simulation,fitting-of-the-europium-model,voxel-based-3d-electric-conductiviy-simulation::n9,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,CCL conductivity; MPL conductivity; GDL substrate in-plane conductivity; GDL substrate through-plane conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0520-af6e634917,PSI-Mod-voxel-3d-permability-simulation,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,voxel-based-3d-permability-simulation,mpl-parameter-estimation-from-gdl-and-substrate-data,voxel-based-3d-permability-simulation::n9,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane permeability; GDL substrate through-plane permeability,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0521-f9e48be187,PSI-Mod-voxel-3d-permability-simulation,CEA-Mod-europium-2d-mea-model,voxel-based-3d-permability-simulation,cea-mea-model-europium-2d,voxel-based-3d-permability-simulation::n9,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,CCL permeability; MPL permeability; GDL substrate in-plane permeability; GDL substrate through-plane permeability,https://w3id.org/h2kg/decode/workflow/anchor/ccl-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0522-997de77bd4,PSI-Mod-voxel-3d-permability-simulation,CEA-Mod-europium-model-fitting,voxel-based-3d-permability-simulation,fitting-of-the-europium-model,voxel-based-3d-permability-simulation::n9,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,CCL permeability; MPL permeability; GDL substrate in-plane permeability; GDL substrate through-plane permeability,https://w3id.org/h2kg/decode/workflow/anchor/ccl-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0523-0135cce198,PSI-Mod-voxel-3d-permability-simulation,HTE-Mod-pemfc-4-fold-cell-benchtop-test,voxel-based-3d-permability-simulation,manual-hte-mod-pemfc-4-fold-cell-benchtop-test,voxel-based-3d-permability-simulation::n9,manual-hte-mod-pemfc-4-fold-cell-benchtop-test::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0524-dbca6bfa15,PSI-Mod-voxel-3d-permability-simulation,NEL-Exp-pewe-single-cell-benchtop-test,voxel-based-3d-permability-simulation,manual-nel-exp-pewe-single-cell-benchtop-test,voxel-based-3d-permability-simulation::n9,manual-nel-exp-pewe-single-cell-benchtop-test::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0525-30b60a99f3,PSI-Mod-voxel-3d-thermal-conductivity-simulation,CEA-Mod-europium-2d-mea-model,voxel-based-3d-thermal-conductivity-simulation,cea-mea-model-europium-2d,voxel-based-3d-thermal-conductivity-simulation::n9,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,CCL thermal conductivity; MPL thermal conductivity; GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0526-54fe004761,PSI-Mod-voxel-3d-thermal-conductivity-simulation,CEA-Mod-europium-model-fitting,voxel-based-3d-thermal-conductivity-simulation,fitting-of-the-europium-model,voxel-based-3d-thermal-conductivity-simulation::n9,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,CCL thermal conductivity; MPL thermal conductivity; GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0527-7508aeb6c6,PSI-Mod-water-retention-simulation,CEA-Mod-europium-2d-mea-model,water-retention-curve-simulation,cea-mea-model-europium-2d,water-retention-curve-simulation::n16,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,CCL water retention curve; MPL water retention curve; GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0528-9c28ab31a5,PSI-Mod-water-retention-simulation,CEA-Mod-europium-model-fitting,water-retention-curve-simulation,fitting-of-the-europium-model,water-retention-curve-simulation::n16,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,CCL water retention curve; MPL water retention curve; GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0529-10439b018a,PSI-Mod-water-retention-simulation,FZJ-IET-3-Mod-performance-model-mea-prediction,water-retention-curve-simulation,iet-1d-performance-model-for-mea-prediction,water-retention-curve-simulation::n16,iet-1d-performance-model-for-mea-prediction::n28,input_method; output_method,confirmed_reciprocal,CCL water retention curve; GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0530-1f38dd72d0,PSI-Mod-water-retention-simulation,iet-1d-mea-with-water-transport-eis-model,water-retention-curve-simulation,iet-1d-mea-with-water-transport-eis-model,water-retention-curve-simulation::n16,iet-1d-mea-with-water-transport-eis-model::n24,output_method,grounded_one_sided,CCL water retention curve; GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0531-d33534bd85,PSI-Mod-water-retention-simulation,iet-1d-mea-with-water-transport-in-ccl-eis-model,water-retention-curve-simulation,iet-1d-mea-with-water-transport-in-ccl-eis-model,water-retention-curve-simulation::n16,iet-1d-mea-with-water-transport-in-ccl-eis-model::n19,output_method,grounded_one_sided,CCL water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0532-92b8d2eb1a,ULEI-Exp-rde-mono-polycrystalline-electrodes,CIEMAT-Mod-adsorbate-surface-diffusion-electrocatalyst-support,rde-on-mono-or-polycrystalline-electrodes,adsorbate-surface-diffusion-on-electrocatalyst-support,rde-on-mono-or-polycrystalline-electrodes::n7,adsorbate-surface-diffusion-on-electrocatalyst-support::n10,input_method; output_method,confirmed_reciprocal,RDE electrochemical response (idealized),https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0533-6462f91490,ULEI-Exp-rde-mono-polycrystalline-electrodes,ULEI-FZJ-IET-3-Mod-fitting-version-hierachical-model,rde-on-mono-or-polycrystalline-electrodes,fitting-version-of-the-hierachical-model,rde-on-mono-or-polycrystalline-electrodes::n7,fitting-version-of-the-hierachical-model::n9,input_method; output_method,confirmed_dependency_without_exact_handoff,,,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,"Both records declare the dependency; no exact handoff is asserted, so only PROV dependency is published."
manual-dependency-0534-c6562aa12c,ULEI-Exp-rde-mono-polycrystalline-electrodes,diffusion-theory,rde-on-mono-or-polycrystalline-electrodes,diffusion-theory,rde-on-mono-or-polycrystalline-electrodes::n7,diffusion-theory::n6,output_method,grounded_one_sided,RDE electrochemical response (idealized),https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0535-c57913a03b,ULEI-Exp-rde-mono-polycrystalline-electrodes,rrde-theory,rde-on-mono-or-polycrystalline-electrodes,rrde-theory,rde-on-mono-or-polycrystalline-electrodes::n7,rrde-theory::n7,output_method,grounded_one_sided,RDE electrochemical response (idealized),https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0536-7b26ec33aa,ULEI-FZJ-IET-3-Mod-fitting-version-hierachical-model,FZJ-IET-3-Mod-hierarchical-electrocatalytic-reactions,fitting-version-of-the-hierachical-model,hierarchical-model-for-electrocatalytic-reactions,fitting-version-of-the-hierachical-model::n9,hierarchical-model-for-electrocatalytic-reactions::n19,input_method; output_method,confirmed_dependency_without_exact_handoff,,,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,"Both records declare the dependency; no exact handoff is asserted, so only PROV dependency is published."
manual-dependency-0537-d92cadb5cc,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,CEA-Exp-differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,differential-cell-testing::n15,input_method,grounded_one_sided,CCL thickness,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0538-1ddeb0e934,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,CEA-Mod-europium-2d-mea-model,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,cea-mea-model-europium-2d,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,cea-mea-model-europium-2d::n72,input_method,grounded_one_sided,CCL thickness,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0539-32bf4e72bb,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,CEA-Mod-europium-model-fitting,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,fitting-of-the-europium-model,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,fitting-of-the-europium-model::n61,input_method,grounded_one_sided,CCL thickness,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0540-75f0367adc,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,FZJ-IET-3-Mod-diffusivities-tortuosities,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,diffusivities-from-tortuosities,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,diffusivities-from-tortuosities::n13,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0541-c16cf45c93,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,FZJ-IET-3-Mod-performance-model-mea-prediction,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,iet-1d-performance-model-for-mea-prediction,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,iet-1d-performance-model-for-mea-prediction::n28,input_method,grounded_one_sided,CCL thickness,https://w3id.org/h2kg/hydrogen-ontology#CathodeCatalystLayerThickness,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0542-1a37f7a729,cl-for-rde,CEA-Exp-tem-eds-analysis-CL,cl-for-rde,manual-cea-exp-tem-eds-analysis-cl,cl-for-rde::n9,manual-cea-exp-tem-eds-analysis-cl::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0543-9fd9d97ce2,cl-for-rde,FZJ-IET-4-Exp-sheet-resistance-measurement,cl-for-rde,sheet-resistance-measurement,cl-for-rde::n9,sheet-resistance-measurement::n7,input_method,grounded_one_sided,CL on GDL,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0544-3e3ffccb83,cl-for-rde,HZB-Exp-fib-gdl-mpl-catalyst,cl-for-rde,fib-measurements-on-gdl-or-mpl-and-catalyst-materials,cl-for-rde::n9,fib-measurements-on-gdl-or-mpl-and-catalyst-materials::n10,input_method,grounded_one_sided,CL on GDL,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0545-1a43d9a93a,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m,ULEI-FZJ-IET-3-Mod-fitting-version-hierachical-model,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m,fitting-version-of-the-hierachical-model,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m::n7,fitting-version-of-the-hierachical-model::n9,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0546-4c0ca6b58a,diffusion-theory,FZJ-IET-3-Mod-hierarchical-electrocatalytic-reactions,diffusion-theory,hierarchical-model-for-electrocatalytic-reactions,diffusion-theory::n6,hierarchical-model-for-electrocatalytic-reactions::n19,input_method,grounded_one_sided,Diffusion layer thickness,https://w3id.org/h2kg/decode/workflow/anchor/diffusion-layer-thickness-lre,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0547-310740b4f4,dip-and-pull-operando-or-in-situ-xps,DTU-Mod-aimd-solid-liquid-pt-electrode,dip-and-pull-operando-or-in-situ-xps,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode,dip-and-pull-operando-or-in-situ-xps::n6,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode::n5,input_method,grounded_one_sided,Electrode chemistry,https://w3id.org/h2kg/decode/workflow/anchor/electrode-chemistry-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0548-1ae64e1012,dip-and-pull-operando-or-in-situ-xps,DTU-Mod-dft-idealized-surfaces,dip-and-pull-operando-or-in-situ-xps,dft-onto-idealized-surfaces,dip-and-pull-operando-or-in-situ-xps::n6,dft-onto-idealized-surfaces::n9,input_method,grounded_one_sided,Electrode chemistry; Adsorbate types on electrode (idealized),https://w3id.org/h2kg/decode/workflow/anchor/adsorbate-types-on-electrode-idealized-lre; https://w3id.org/h2kg/decode/workflow/anchor/electrode-chemistry-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0549-b09cd8c2d4,dip-and-pull-operando-or-in-situ-xps,DTU-Mod-machine-learning-force-fields,dip-and-pull-operando-or-in-situ-xps,manual-dtu-mod-machine-learning-force-fields,dip-and-pull-operando-or-in-situ-xps::n6,manual-dtu-mod-machine-learning-force-fields::method,input_method,grounded_one_sided,Electrode chemistry,https://w3id.org/h2kg/decode/workflow/anchor/electrode-chemistry-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0550-ae14cb3a82,eis-on-pewe-cells,CEA-Mod-europium-model-fitting,eis-on-pewe-cells,fitting-of-the-europium-model,eis-on-pewe-cells::n5,fitting-of-the-europium-model::n61,input_method,grounded_one_sided,Cell high-frequency resistance,https://w3id.org/h2kg/decode/workflow/anchor/cell-high-frequency-resistance-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0551-31a6f6b17a,eis-on-pewe-cells,FZJ-IET-3-Mod-performance-model-mea-fitting,eis-on-pewe-cells,iet-1d-performance-model-for-mea-fitting,eis-on-pewe-cells::n5,iet-1d-performance-model-for-mea-fitting::n13,input_method,grounded_one_sided,Cell high-frequency resistance,https://w3id.org/h2kg/decode/workflow/anchor/cell-high-frequency-resistance-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0552-7b2126c4ad,electrical-conductivity,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,electrical-conductivity,mpl-parameter-estimation-from-gdl-and-substrate-data,electrical-conductivity::n10,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method,grounded_one_sided,GDL in-plane conductivity; GDL through-plane conductivity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-through-plane-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0553-9ede1d4f52,electrical-conductivity,CEA-Mod-europium-2d-mea-model,electrical-conductivity,cea-mea-model-europium-2d,electrical-conductivity::n10,cea-mea-model-europium-2d::n72,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0554-3fb5a82c57,electrical-conductivity,CEA-Mod-europium-model-fitting,electrical-conductivity,fitting-of-the-europium-model,electrical-conductivity::n10,fitting-of-the-europium-model::n61,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0555-209824ce4e,electrical-contact-resistance,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,electrical-contact-resistance,mpl-parameter-estimation-from-gdl-and-substrate-data,electrical-contact-resistance::n11,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method,grounded_one_sided,GDL through-plane conductivity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-through-plane-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0556-b1fb879e0a,electrical-contact-resistance,CEA-Mod-europium-2d-mea-model,electrical-contact-resistance,cea-mea-model-europium-2d,electrical-contact-resistance::n11,cea-mea-model-europium-2d::n72,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0557-776a69243b,electrical-contact-resistance,CEA-Mod-europium-model-fitting,electrical-contact-resistance,fitting-of-the-europium-model,electrical-contact-resistance::n11,fitting-of-the-europium-model::n61,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0558-8590099884,hg-porosimetry-gdl,FZJ-IET-3-Mod-diffusivities-tortuosities,hg-porosimetry-gdl,diffusivities-from-tortuosities,hg-porosimetry-gdl::n7,diffusivities-from-tortuosities::n13,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0559-b3c72f843e,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,CEA-Mod-europium-2d-mea-model,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,cea-mea-model-europium-2d,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,cea-mea-model-europium-2d::n72,input_method,grounded_one_sided,CCL porosity; CCL tortuosity; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-tortuosity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0560-f40b90c567,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,CEA-Mod-europium-model-fitting,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,fitting-of-the-europium-model,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,fitting-of-the-europium-model::n61,input_method,grounded_one_sided,CCL porosity; CCL tortuosity; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-tortuosity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0561-b85e088c08,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,FZJ-IET-3-Mod-composition-property,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,iet-composition-to-property-model,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,iet-composition-to-property-model::n12,input_method,grounded_one_sided,CCL structural parameters,https://w3id.org/h2kg/decode/workflow/anchor/ccl-structural-parameters-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0562-0421fc54f0,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,FZJ-IET-3-Mod-diffusivities-tortuosities,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,diffusivities-from-tortuosities,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,diffusivities-from-tortuosities::n13,input_method,grounded_one_sided,CCL porosity; CCL tortuosity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-tortuosity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0563-5ecbb35a65,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,FZJ-IET-3-Mod-performance-model-mea-prediction,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,iet-1d-performance-model-for-mea-prediction,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,iet-1d-performance-model-for-mea-prediction::n28,input_method,grounded_one_sided,CCL porosity; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
